NDVI_JUN, NDVI_JUL, NDVI_AUG, NDVI_SEP, NDVI_OCT, NDVI_NOV
0.321823, 0.30066, 0.390202, 0.590384, 0.432918, 0.463948
0.3402, 0.192397, 0.417942, 0.665316, 0.549309, 0.477209
0.281525, 0.298286, 0.429945, 0.514652, 0.392204, 0.496725
0.324712, 0.235009, 0.427966, 0.631058, 0.531711, 0.464351
0.238622, 0.229192, 0.441632, 0.662492, 0.508003, 0.451246
0.326693, 0.308361, 0.517335, 0.648515, 0.564659, 0.44203
0.405724, 0.263901, 0.407169, 0.699009, 0.575361, 0.499922
0.230977, 0.285392, 0.543793, 0.481484, 0.363835, 0.426108
0.211582, 0.333335, 0.570676, 0.51763, 0.373862, 0.356582
0.401762, 0.252238, 0.491426, 0.6415, 0.547875, 0.488137
0.276282, 0.308014, 0.555826, 0.538266, 0.423356, 0.415163
0.290021, 0.320202, 0.545133, 0.613619, 0.491258, 0.42005
0.377395, 0.206172, 0.366943, 0.642779, 0.525774, 0.451094
0.253931, 0.271821, 0.440175, 0.55738, 0.381588, 0.41899
0.233234, 0.24709, 0.445622, 0.543225, 0.419598, 0.464469
0.292929, 0.337331, 0.515761, 0.583323, 0.491132, 0.414589
0.322807, 0.264236, 0.39995, 0.585189, 0.424858, 0.41433
0.295505, 0.353196, 0.554651, 0.586889, 0.495978, 0.421073
0.304358, 0.255326, 0.386817, 0.576297, 0.425396, 0.469797
0.36145, 0.29362, 0.478409, 0.711029, 0.547058, 0.449761
0.389871, 0.339126, 0.457682, 0.633264, 0.545793, 0.47712
0.281371, 0.314429, 0.434642, 0.532098, 0.3812, 0.4375
0.286828, 0.329545, 0.497249, 0.655638, 0.519948, 0.447653
0.265352, 0.375636, 0.497247, 0.609875, 0.45814, 0.407631
0.363455, 0.337433, 0.552826, 0.633635, 0.559884, 0.491924
0.262747, 0.341123, 0.50762, 0.575071, 0.389006, 0.352795
0.251979, 0.312157, 0.44785, 0.471695, 0.358373, 0.507337
0.395547, 0.327814, 0.525228, 0.658283, 0.589328, 0.531061
0.276496, 0.22712, 0.367386, 0.535699, 0.353601, 0.365828
0.345414, 0.492473, 0.524651, 0.654663, 0.645927, 0.556482
0.236497, 0.416334, 0.530379, 0.525689, 0.450981, 0.375989
0.349371, 0.456212, 0.408415, 0.679189, 0.760128, 0.685336
0.193121, 0.355921, 0.424577, 0.622901, 0.630459, 0.559247
0.209884, 0.445155, 0.270925, 0.663941, 0.685468, 0.635806
0.233034, 0.333603, 0.508724, 0.456689, 0.407125, 0.42642
0.25889, 0.368545, 0.400452, 0.512004, 0.5075, 0.463146
0.235397, 0.421339, 0.330179, 0.693857, 0.713732, 0.6765
0.28052, 0.478026, 0.578824, 0.561237, 0.544736, 0.452439
0.260477, 0.425296, 0.38326, 0.634461, 0.674888, 0.613954
0.252762, 0.429705, 0.555221, 0.552094, 0.535836, 0.457516
0.256476, 0.39149, 0.590387, 0.578557, 0.553092, 0.401845
0.212799, 0.421418, 0.452757, 0.55999, 0.549916, 0.534989
0.23042, 0.395907, 0.418459, 0.564123, 0.570626, 0.529827
0.370164, 0.479523, 0.474919, 0.627196, 0.693667, 0.637273
0.255502, 0.425323, 0.537762, 0.593217, 0.497889, 0.423785
0.284165, 0.401562, 0.551318, 0.614178, 0.532338, 0.45654
0.189921, 0.524875, 0.308395, 0.637571, 0.563913, 0.511958
0.287008, 0.434794, 0.287593, 0.619247, 0.666832, 0.522944
0.213029, 0.419091, 0.424035, 0.465564, 0.479486, 0.473861
0.296269, 0.423416, 0.446049, 0.61538, 0.618711, 0.521538
0.2466, 0.345539, 0.423139, 0.639546, 0.624016, 0.554214
0.328849, 0.477731, 0.542027, 0.644359, 0.657586, 0.499636
0.312805, 0.47911, 0.447571, 0.619672, 0.678342, 0.616455
0.259284, 0.414828, 0.52897, 0.436697, 0.432212, 0.391741
0.260007, 0.448611, 0.590189, 0.540621, 0.429237, 0.3949
0.346308, 0.422376, 0.375612, 0.602962, 0.615036, 0.537774
0.303941, 0.387639, 0.587821, 0.509841, 0.486765, 0.454021
0.276216, 0.51439, 0.606546, 0.576334, 0.584799, 0.504702
0.248352, 0.332768, 0.342233, 0.613317, 0.656678, 0.517244
0.236624, 0.441982, 0.498947, 0.577971, 0.484905, 0.436304
0.280203, 0.391026, 0.45933, 0.527278, 0.495465, 0.459467
0.238888, 0.452884, 0.607679, 0.617885, 0.573447, 0.50854
0.26347, 0.404712, 0.42512, 0.508567, 0.526165, 0.45444
0.283771, 0.509033, 0.617416, 0.612703, 0.595151, 0.497418
0.209187, 0.408006, 0.399076, 0.556253, 0.545985, 0.494248
0.260474, 0.462957, 0.420561, 0.630031, 0.640254, 0.551283
0.34101, 0.489309, 0.528309, 0.623848, 0.665419, 0.576656
0.250578, 0.449682, 0.476742, 0.48977, 0.476132, 0.436201
0.354855, 0.498218, 0.613308, 0.639494, 0.581631, 0.491128
0.287422, 0.443986, 0.555201, 0.599036, 0.546391, 0.464781
0.31252, 0.46767, 0.586603, 0.65006, 0.632386, 0.571918
0.270131, 0.468039, 0.534768, 0.545095, 0.501188, 0.396876
0.238206, 0.446219, 0.441294, 0.426055, 0.435659, 0.435719
0.378619, 0.53921, 0.548349, 0.643044, 0.698606, 0.610965
0.223768, 0.414866, 0.448722, 0.520402, 0.454271, 0.383052
