Temperature - (Celsius), Year, Element, Area
35.3925, 2010, OCT, Morena
29.266, 2010, NOV, Morena
43.6646, 2011, JUN, Morena
35.1664, 2011, JUL, Morena
31.3007, 2011, AUG, Morena
34.4202, 2011, SEP, Morena
37.3435, 2011, OCT, Morena
32.086, 2011, NOV, Morena
43.0086, 2012, JUN, Morena
39.5969, 2012, JUL, Morena
29.7472, 2012, AUG, Morena
33.081, 2012, SEP, Morena
35.7174, 2012, OCT, Morena
29.2018, 2012, NOV, Morena
40.3876, 2013, JUN, Morena
31.7264, 2013, JUL, Morena
29.8144, 2013, AUG, Morena
32.575, 2013, SEP, Morena
32.9498, 2013, OCT, Morena
29.6815, 2013, NOV, Morena
44.3578, 2014, JUN, Morena
39.3339, 2014, JUL, Morena
35.7467, 2014, AUG, Morena
34.3555, 2014, SEP, Morena
36.2395, 2014, OCT, Morena
31.6018, 2014, NOV, Morena
44.0198, 2015, JUN, Morena
34.6506, 2015, JUL, Morena
30.8692, 2015, AUG, Morena
36.2799, 2015, SEP, Morena
38.6443, 2015, OCT, Morena
31.7275, 2015, NOV, Morena
41.85, 2016, JUN, Morena
32.2058, 2016, JUL, Morena
28.1879, 2016, AUG, Morena
33.6517, 2016, SEP, Morena
35.9478, 2016, OCT, Morena
31.4927, 2016, NOV, Morena
43.1526, 2017, JUN, Morena
38.6063, 2017, JUL, Morena
33.4821, 2017, AUG, Morena
33.8852, 2017, SEP, Morena
37.9367, 2017, OCT, Morena
30.6898, 2017, NOV, Morena
40.4445, 2018, JUN, Morena
41.2893, 2018, JUL, Morena
31.7129, 2018, AUG, Morena
31.1052, 2018, SEP, Morena
35.6881, 2018, OCT, Morena
30.4481, 2018, NOV, Morena
44.9361, 2019, JUN, Morena
37.3636, 2019, JUL, Morena
29.4164, 2019, AUG, Morena
30.7972, 2019, SEP, Morena
33.4805, 2019, OCT, Morena
30.3145, 2019, NOV, Morena
42.9883, 2010, JUN, Narsinghpur
38.3196, 2010, JUL, Narsinghpur
30.1731, 2010, AUG, Narsinghpur
31.062, 2010, SEP, Narsinghpur
32.5764, 2010, OCT, Narsinghpur
31.6589, 2010, NOV, Narsinghpur
42.8493, 2011, JUN, Narsinghpur
33.6165, 2011, JUL, Narsinghpur
30.7886, 2011, AUG, Narsinghpur
31.2009, 2011, SEP, Narsinghpur
34.0646, 2011, OCT, Narsinghpur
32.125, 2011, NOV, Narsinghpur
42.1655, 2012, JUN, Narsinghpur
36.3189, 2012, JUL, Narsinghpur
27.9361, 2012, AUG, Narsinghpur
31.7982, 2012, SEP, Narsinghpur
34.4585, 2012, OCT, Narsinghpur
30.6324, 2012, NOV, Narsinghpur
41.9956, 2013, JUN, Narsinghpur
28.1614, 2013, JUL, Narsinghpur
26.6728, 2013, AUG, Narsinghpur
32.4844, 2013, SEP, Narsinghpur
31.9126, 2013, OCT, Narsinghpur
30.1733, 2013, NOV, Narsinghpur
42.917, 2014, JUN, Narsinghpur
36.9958, 2014, JUL, Narsinghpur
32.4276, 2014, AUG, Narsinghpur
31.6464, 2014, SEP, Narsinghpur
32.6466, 2014, OCT, Narsinghpur
30.9392, 2014, NOV, Narsinghpur
41.6097, 2015, JUN, Narsinghpur
32.5469, 2015, JUL, Narsinghpur
30.4114, 2015, AUG, Narsinghpur
32.7973, 2015, SEP, Narsinghpur
35.0282, 2015, OCT, Narsinghpur
31.6897, 2015, NOV, Narsinghpur
41.2914, 2016, JUN, Narsinghpur
32.8455, 2016, JUL, Narsinghpur
30.1906, 2016, AUG, Narsinghpur
30.3965, 2016, SEP, Narsinghpur
31.2349, 2016, OCT, Narsinghpur
29.9282, 2016, NOV, Narsinghpur
41.6373, 2017, JUN, Narsinghpur
30.4139, 2017, JUL, Narsinghpur
29.5863, 2017, AUG, Narsinghpur
30.4442, 2017, SEP, Narsinghpur
33.1682, 2017, OCT, Narsinghpur
30.6521, 2017, NOV, Narsinghpur
38.9583, 2018, JUN, Narsinghpur
34.8454, 2018, JUL, Narsinghpur
24.6364, 2018, AUG, Narsinghpur
30.8629, 2018, SEP, Narsinghpur
33.4687, 2018, OCT, Narsinghpur
31.25, 2018, NOV, Narsinghpur
43.946, 2019, JUN, Narsinghpur
35.8267, 2019, JUL, Narsinghpur
27.9822, 2019, AUG, Narsinghpur
26.9321, 2019, SEP, Narsinghpur
30.799, 2019, OCT, Narsinghpur
30.2387, 2019, NOV, Narsinghpur
44.317, 2010, JUN, Neemuch
37.5426, 2010, JUL, Neemuch
28.9359, 2010, AUG, Neemuch
32.8663, 2010, SEP, Neemuch
36.6389, 2010, OCT, Neemuch
30.3689, 2010, NOV, Neemuch
43.4297, 2011, JUN, Neemuch
33.7878, 2011, JUL, Neemuch
27.5429, 2011, AUG, Neemuch
32.0101, 2011, SEP, Neemuch
36.6876, 2011, OCT, Neemuch
33.2374, 2011, NOV, Neemuch
42.0818, 2012, JUN, Neemuch
40.8346, 2012, JUL, Neemuch
29.029, 2012, AUG, Neemuch
31.424, 2012, SEP, Neemuch
36.2152, 2012, OCT, Neemuch
31.1136, 2012, NOV, Neemuch
41.4739, 2013, JUN, Neemuch
35.1342, 2013, JUL, Neemuch
27.9212, 2013, AUG, Neemuch
33.5591, 2013, SEP, Neemuch
34.0544, 2013, OCT, Neemuch
29.812, 2013, NOV, Neemuch
43.2039, 2014, JUN, Neemuch
38.7046, 2014, JUL, Neemuch
32.1527, 2014, AUG, Neemuch
31.6525, 2014, SEP, Neemuch
36.5057, 2014, OCT, Neemuch
32.7168, 2014, NOV, Neemuch
43.1956, 2015, JUN, Neemuch
33.3027, 2015, JUL, Neemuch
28.65, 2015, AUG, Neemuch
36.0301, 2015, SEP, Neemuch
38.6032, 2015, OCT, Neemuch
33.2907, 2015, NOV, Neemuch
45.2039, 2016, JUN, Neemuch
31.3006, 2016, JUL, Neemuch
26.8713, 2016, AUG, Neemuch
32.9415, 2016, SEP, Neemuch
35.1118, 2016, OCT, Neemuch
32.4473, 2016, NOV, Neemuch
42.0244, 2017, JUN, Neemuch
37.1158, 2017, JUL, Neemuch
28.8005, 2017, AUG, Neemuch
33.5871, 2017, SEP, Neemuch
37.8408, 2017, OCT, Neemuch
31.1217, 2017, NOV, Neemuch
40.177, 2018, JUN, Neemuch
33.3818, 2018, JUL, Neemuch
27.3772, 2018, AUG, Neemuch
30.8668, 2018, SEP, Neemuch
36.1009, 2018, OCT, Neemuch
31.9515, 2018, NOV, Neemuch
45.8268, 2019, JUN, Neemuch
35.6884, 2019, JUL, Neemuch
27.7753, 2019, AUG, Neemuch
29.1053, 2019, SEP, Neemuch
31.5653, 2019, OCT, Neemuch
30.3794, 2019, NOV, Neemuch
45.6503, 2010, JUN, Panna
38.7718, 2010, JUL, Panna
29.786, 2010, AUG, Panna
30.5547, 2010, SEP, Panna
31.7525, 2010, OCT, Panna
31.2491, 2010, NOV, Panna
42.8803, 2011, JUN, Panna
32.4501, 2011, JUL, Panna
29.2648, 2011, AUG, Panna
30.0763, 2011, SEP, Panna
33.2569, 2011, OCT, Panna
31.2647, 2011, NOV, Panna
44.1018, 2012, JUN, Panna
40.8477, 2012, JUL, Panna
28.8469, 2012, AUG, Panna
30.1467, 2012, SEP, Panna
33.6324, 2012, OCT, Panna
30.305, 2012, NOV, Panna
43.5433, 2013, JUN, Panna
29.8165, 2013, JUL, Panna
26.4666, 2013, AUG, Panna
30.4058, 2013, SEP, Panna
30.3853, 2013, OCT, Panna
29.3055, 2013, NOV, Panna
44.5049, 2014, JUN, Panna
38.7427, 2014, JUL, Panna
32.5919, 2014, AUG, Panna
33.4041, 2014, SEP, Panna
33.1084, 2014, OCT, Panna
31.7096, 2014, NOV, Panna
42.9579, 2015, JUN, Panna
31.7471, 2015, JUL, Panna
30.6801, 2015, AUG, Panna
32.4408, 2015, SEP, Panna
36.3144, 2015, OCT, Panna
31.9507, 2015, NOV, Panna
45.0633, 2016, JUN, Panna
28.9841, 2016, JUL, Panna
29.6356, 2016, AUG, Panna
31.127, 2016, SEP, Panna
32.4541, 2016, OCT, Panna
30.3654, 2016, NOV, Panna
43.0106, 2017, JUN, Panna
28.525, 2017, JUL, Panna
30.4839, 2017, AUG, Panna
31.0658, 2017, SEP, Panna
34.3648, 2017, OCT, Panna
30.5359, 2017, NOV, Panna
43.7026, 2018, JUN, Panna
38.9144, 2018, JUL, Panna
28.8295, 2018, AUG, Panna
30.2166, 2018, SEP, Panna
34.2588, 2018, OCT, Panna
31.42, 2018, NOV, Panna
46.0426, 2019, JUN, Panna
34.7566, 2019, JUL, Panna
28.7412, 2019, AUG, Panna
29.5089, 2019, SEP, Panna
29.7165, 2019, OCT, Panna
30.3621, 2019, NOV, Panna
43.4269, 2010, JUN, Raisen
36.2176, 2010, JUL, Raisen
29.0165, 2010, AUG, Raisen
31.049, 2010, SEP, Raisen
33.8379, 2010, OCT, Raisen
31.6998, 2010, NOV, Raisen
44.4013, 2011, JUN, Raisen
33.195, 2011, JUL, Raisen
29.409, 2011, AUG, Raisen
30.4918, 2011, SEP, Raisen
34.4281, 2011, OCT, Raisen
32.7706, 2011, NOV, Raisen
43.2303, 2012, JUN, Raisen
38.1644, 2012, JUL, Raisen
30.5601, 2012, AUG, Raisen
30.7473, 2012, SEP, Raisen
34.5349, 2012, OCT, Raisen
31.0268, 2012, NOV, Raisen
44.3609, 2013, JUN, Raisen
30.5655, 2013, JUL, Raisen
28.7441, 2013, AUG, Raisen
32.0315, 2013, SEP, Raisen
32.8949, 2013, OCT, Raisen
30.3994, 2013, NOV, Raisen
44.6111, 2014, JUN, Raisen
38.669, 2014, JUL, Raisen
32.4583, 2014, AUG, Raisen
31.4397, 2014, SEP, Raisen
33.5038, 2014, OCT, Raisen
32.1647, 2014, NOV, Raisen
44.3927, 2015, JUN, Raisen
32.9734, 2015, JUL, Raisen
28.9508, 2015, AUG, Raisen
32.6128, 2015, SEP, Raisen
36.0488, 2015, OCT, Raisen
33.0052, 2015, NOV, Raisen
43.2696, 2016, JUN, Raisen
33.0123, 2016, JUL, Raisen
28.7066, 2016, AUG, Raisen
30.5914, 2016, SEP, Raisen
31.8303, 2016, OCT, Raisen
31.0723, 2016, NOV, Raisen
42.4327, 2017, JUN, Raisen
33.407, 2017, JUL, Raisen
29.3716, 2017, AUG, Raisen
30.5908, 2017, SEP, Raisen
32.962, 2017, OCT, Raisen
31.1957, 2017, NOV, Raisen
39.6601, 2018, JUN, Raisen
33.9124, 2018, JUL, Raisen
25.7119, 2018, AUG, Raisen
30.3268, 2018, SEP, Raisen
33.7242, 2018, OCT, Raisen
31.875, 2018, NOV, Raisen
47.3703, 2019, JUN, Raisen
36.2892, 2019, JUL, Raisen
25.3638, 2019, AUG, Raisen
27.2516, 2019, SEP, Raisen
29.668, 2019, OCT, Raisen
30.0321, 2019, NOV, Raisen
45.8234, 2010, JUN, Rajgarh
38.1902, 2010, JUL, Rajgarh
29.6549, 2010, AUG, Rajgarh
32.9564, 2010, SEP, Rajgarh
37.4991, 2010, OCT, Rajgarh
33.7567, 2010, NOV, Rajgarh
45.1414, 2011, JUN, Rajgarh
34.3296, 2011, JUL, Rajgarh
29.0659, 2011, AUG, Rajgarh
32.4253, 2011, SEP, Rajgarh
37.6675, 2011, OCT, Rajgarh
34.8387, 2011, NOV, Rajgarh
43.2496, 2012, JUN, Rajgarh
41.3938, 2012, JUL, Rajgarh
27.8702, 2012, AUG, Rajgarh
32.2827, 2012, SEP, Rajgarh
37.5891, 2012, OCT, Rajgarh
33.1927, 2012, NOV, Rajgarh
43.5041, 2013, JUN, Rajgarh
35.9795, 2013, JUL, Rajgarh
29.0578, 2013, AUG, Rajgarh
34.534, 2013, SEP, Rajgarh
36.2987, 2013, OCT, Rajgarh
31.6452, 2013, NOV, Rajgarh
44.3917, 2014, JUN, Rajgarh
41.5345, 2014, JUL, Rajgarh
34.2338, 2014, AUG, Rajgarh
32.406, 2014, SEP, Rajgarh
37.0039, 2014, OCT, Rajgarh
35.1465, 2014, NOV, Rajgarh
45.9647, 2015, JUN, Rajgarh
33.6934, 2015, JUL, Rajgarh
28.262, 2015, AUG, Rajgarh
34.6998, 2015, SEP, Rajgarh
39.3706, 2015, OCT, Rajgarh
34.915, 2015, NOV, Rajgarh
44.7395, 2016, JUN, Rajgarh
32.4253, 2016, JUL, Rajgarh
27.4472, 2016, AUG, Rajgarh
33.0297, 2016, SEP, Rajgarh
36.5671, 2016, OCT, Rajgarh
34.0966, 2016, NOV, Rajgarh
42.6277, 2017, JUN, Rajgarh
38.1618, 2017, JUL, Rajgarh
28.9816, 2017, AUG, Rajgarh
33.5391, 2017, SEP, Rajgarh
38.1862, 2017, OCT, Rajgarh
32.5414, 2017, NOV, Rajgarh
39.9486, 2018, JUN, Rajgarh
36.0559, 2018, JUL, Rajgarh
25.84, 2018, AUG, Rajgarh
33.3727, 2018, SEP, Rajgarh
38.3866, 2018, OCT, Rajgarh
33.3077, 2018, NOV, Rajgarh
47.6244, 2019, JUN, Rajgarh
36.491, 2019, JUL, Rajgarh
27.6842, 2019, AUG, Rajgarh
28.9572, 2019, SEP, Rajgarh
32.1773, 2019, OCT, Rajgarh
31.7984, 2019, NOV, Rajgarh
44.6009, 2010, JUN, Ratlam
36.5508, 2010, JUL, Ratlam
27.8452, 2010, AUG, Ratlam
33.3972, 2010, SEP, Ratlam
38.0919, 2010, OCT, Ratlam
34.7246, 2010, NOV, Ratlam
42.0976, 2011, JUN, Ratlam
36.8732, 2011, JUL, Ratlam
27.416, 2011, AUG, Ratlam
32.3542, 2011, SEP, Ratlam
38.0005, 2011, OCT, Ratlam
35.0978, 2011, NOV, Ratlam
41.5654, 2012, JUN, Ratlam
35.7502, 2012, JUL, Ratlam
28.7893, 2012, AUG, Ratlam
32.3982, 2012, SEP, Ratlam
37.9977, 2012, OCT, Ratlam
33.0327, 2012, NOV, Ratlam
40.7925, 2013, JUN, Ratlam
32.2059, 2013, JUL, Ratlam
26.2985, 2013, AUG, Ratlam
34.1494, 2013, SEP, Ratlam
35.0668, 2013, OCT, Ratlam
31.5143, 2013, NOV, Ratlam
43.0427, 2014, JUN, Ratlam
36.3529, 2014, JUL, Ratlam
32.5622, 2014, AUG, Ratlam
31.0206, 2014, SEP, Ratlam
37.6672, 2014, OCT, Ratlam
35.404, 2014, NOV, Ratlam
45.0426, 2015, JUN, Ratlam
33.8578, 2015, JUL, Ratlam
27.7569, 2015, AUG, Ratlam
35.3321, 2015, SEP, Ratlam
39.6143, 2015, OCT, Ratlam
35.1105, 2015, NOV, Ratlam
45.1482, 2016, JUN, Ratlam
32.84, 2016, JUL, Ratlam
25.6473, 2016, AUG, Ratlam
32.2549, 2016, SEP, Ratlam
35.331, 2016, OCT, Ratlam
33.6353, 2016, NOV, Ratlam
40.0678, 2017, JUN, Ratlam
35.8975, 2017, JUL, Ratlam
26.8654, 2017, AUG, Ratlam
33.432, 2017, SEP, Ratlam
38.494, 2017, OCT, Ratlam
32.3469, 2017, NOV, Ratlam
39.5985, 2018, JUN, Ratlam
31.3296, 2018, JUL, Ratlam
25.003, 2018, AUG, Ratlam
33.1588, 2018, SEP, Ratlam
37.9786, 2018, OCT, Ratlam
33.318, 2018, NOV, Ratlam
45.5848, 2019, JUN, Ratlam
35.1533, 2019, JUL, Ratlam
27.2321, 2019, AUG, Ratlam
29.0897, 2019, SEP, Ratlam
32.708, 2019, OCT, Ratlam
32.0469, 2019, NOV, Ratlam
46.811, 2010, JUN, Rewa
39.6797, 2010, JUL, Rewa
32.1375, 2010, AUG, Rewa
31.2768, 2010, SEP, Rewa
33.1102, 2010, OCT, Rewa
31.9371, 2010, NOV, Rewa
46.3769, 2011, JUN, Rewa
34.5245, 2011, JUL, Rewa
31.0364, 2011, AUG, Rewa
29.5879, 2011, SEP, Rewa
31.988, 2011, OCT, Rewa
30.2886, 2011, NOV, Rewa
45.0263, 2012, JUN, Rewa
38.2014, 2012, JUL, Rewa
30.1832, 2012, AUG, Rewa
30.2677, 2012, SEP, Rewa
32.4245, 2012, OCT, Rewa
29.3207, 2012, NOV, Rewa
41.3043, 2013, JUN, Rewa
29.7232, 2013, JUL, Rewa
29.0033, 2013, AUG, Rewa
30.1195, 2013, SEP, Rewa
28.9167, 2013, OCT, Rewa
28.0704, 2013, NOV, Rewa
43.2371, 2014, JUN, Rewa
35.2359, 2014, JUL, Rewa
33.1685, 2014, AUG, Rewa
32.3875, 2014, SEP, Rewa
31.1495, 2014, OCT, Rewa
29.8289, 2014, NOV, Rewa
43.9259, 2015, JUN, Rewa
33.5702, 2015, JUL, Rewa
32.6996, 2015, AUG, Rewa
32.3059, 2015, SEP, Rewa
35.7237, 2015, OCT, Rewa
30.8142, 2015, NOV, Rewa
44.4791, 2016, JUN, Rewa
34.111, 2016, JUL, Rewa
31.8835, 2016, AUG, Rewa
31.4258, 2016, SEP, Rewa
31.1661, 2016, OCT, Rewa
29.2636, 2016, NOV, Rewa
43.6541, 2017, JUN, Rewa
30.6888, 2017, JUL, Rewa
30.8318, 2017, AUG, Rewa
31.8597, 2017, SEP, Rewa
33.2971, 2017, OCT, Rewa
30.1497, 2017, NOV, Rewa
40.8348, 2018, JUN, Rewa
39.3504, 2018, JUL, Rewa
31.9872, 2018, AUG, Rewa
31.1788, 2018, SEP, Rewa
33.5694, 2018, OCT, Rewa
30.5913, 2018, NOV, Rewa
45.9348, 2019, JUN, Rewa
35.6871, 2019, JUL, Rewa
29.8985, 2019, AUG, Rewa
29.9682, 2019, SEP, Rewa
29.6401, 2019, OCT, Rewa
29.764, 2019, NOV, Rewa
45.2538, 2010, JUN, Sagar
36.949, 2010, JUL, Sagar
28.398, 2010, AUG, Sagar
30.9248, 2010, SEP, Sagar
34.317, 2010, OCT, Sagar
32.2304, 2010, NOV, Sagar
45.1163, 2011, JUN, Sagar
33.6084, 2011, JUL, Sagar
28.6384, 2011, AUG, Sagar
31.0335, 2011, SEP, Sagar
35.35, 2011, OCT, Sagar
33.3289, 2011, NOV, Sagar
44.0181, 2012, JUN, Sagar
41.3373, 2012, JUL, Sagar
28.5644, 2012, AUG, Sagar
31.3422, 2012, SEP, Sagar
36.1604, 2012, OCT, Sagar
32.2554, 2012, NOV, Sagar
44.1523, 2013, JUN, Sagar
30.8443, 2013, JUL, Sagar
28.3764, 2013, AUG, Sagar
31.6482, 2013, SEP, Sagar
33.2019, 2013, OCT, Sagar
31.1749, 2013, NOV, Sagar
44.4327, 2014, JUN, Sagar
38.9822, 2014, JUL, Sagar
32.6618, 2014, AUG, Sagar
32.6749, 2014, SEP, Sagar
35.9899, 2014, OCT, Sagar
33.6992, 2014, NOV, Sagar
44.1312, 2015, JUN, Sagar
32.9629, 2015, JUL, Sagar
29.8248, 2015, AUG, Sagar
33.5399, 2015, SEP, Sagar
38.579, 2015, OCT, Sagar
33.947, 2015, NOV, Sagar
44.735, 2016, JUN, Sagar
33.8687, 2016, JUL, Sagar
29.4316, 2016, AUG, Sagar
31.9219, 2016, SEP, Sagar
34.8126, 2016, OCT, Sagar
32.736, 2016, NOV, Sagar
43.0178, 2017, JUN, Sagar
33.9228, 2017, JUL, Sagar
29.7983, 2017, AUG, Sagar
32.0094, 2017, SEP, Sagar
35.6305, 2017, OCT, Sagar
31.9119, 2017, NOV, Sagar
41.4789, 2018, JUN, Sagar
35.7611, 2018, JUL, Sagar
27.6773, 2018, AUG, Sagar
31.9492, 2018, SEP, Sagar
36.5048, 2018, OCT, Sagar
33.051, 2018, NOV, Sagar
47.1243, 2019, JUN, Sagar
37.5803, 2019, JUL, Sagar
26.8674, 2019, AUG, Sagar
28.8944, 2019, SEP, Sagar
31.6268, 2019, OCT, Sagar
31.6309, 2019, NOV, Sagar
45.0906, 2010, JUN, Satna
38.9497, 2010, JUL, Satna
30.9353, 2010, AUG, Satna
30.1465, 2010, SEP, Satna
31.9977, 2010, OCT, Satna
31.1086, 2010, NOV, Satna
43.3622, 2011, JUN, Satna
32.3731, 2011, JUL, Satna
29.6519, 2011, AUG, Satna
29.4184, 2011, SEP, Satna
32.1252, 2011, OCT, Satna
30.4841, 2011, NOV, Satna
44.2352, 2012, JUN, Satna
39.791, 2012, JUL, Satna
29.5725, 2012, AUG, Satna
30.0425, 2012, SEP, Satna
32.5521, 2012, OCT, Satna
29.4754, 2012, NOV, Satna
43.0183, 2013, JUN, Satna
28.8277, 2013, JUL, Satna
27.0488, 2013, AUG, Satna
29.4687, 2013, SEP, Satna
29.0435, 2013, OCT, Satna
28.4249, 2013, NOV, Satna
44.0369, 2014, JUN, Satna
37.4587, 2014, JUL, Satna
32.5898, 2014, AUG, Satna
32.1986, 2014, SEP, Satna
31.3337, 2014, OCT, Satna
30.3958, 2014, NOV, Satna
43.4154, 2015, JUN, Satna
33.0046, 2015, JUL, Satna
31.6116, 2015, AUG, Satna
31.9551, 2015, SEP, Satna
35.424, 2015, OCT, Satna
30.9672, 2015, NOV, Satna
44.2793, 2016, JUN, Satna
27.538, 2016, JUL, Satna
31.1283, 2016, AUG, Satna
31.1029, 2016, SEP, Satna
31.3363, 2016, OCT, Satna
29.3446, 2016, NOV, Satna
42.7533, 2017, JUN, Satna
30.4697, 2017, JUL, Satna
31.8972, 2017, AUG, Satna
31.3583, 2017, SEP, Satna
33.4729, 2017, OCT, Satna
30.1533, 2017, NOV, Satna
42.9778, 2018, JUN, Satna
37.5796, 2018, JUL, Satna
30.5886, 2018, AUG, Satna
30.3934, 2018, SEP, Satna
33.2655, 2018, OCT, Satna
30.4995, 2018, NOV, Satna
45.0385, 2019, JUN, Satna
34.8349, 2019, JUL, Satna
29.2071, 2019, AUG, Satna
29.2285, 2019, SEP, Satna
29.2247, 2019, OCT, Satna
29.7772, 2019, NOV, Satna
44.0915, 2010, JUN, Sehore
35.6809, 2010, JUL, Sehore
28.4019, 2010, AUG, Sehore
31.905, 2010, SEP, Sehore
35.7021, 2010, OCT, Sehore
33.0902, 2010, NOV, Sehore
44.4696, 2011, JUN, Sehore
33.087, 2011, JUL, Sehore
28.2794, 2011, AUG, Sehore
31.4698, 2011, SEP, Sehore
36.1929, 2011, OCT, Sehore
34.003, 2011, NOV, Sehore
43.3634, 2012, JUN, Sehore
36.1423, 2012, JUL, Sehore
28.9873, 2012, AUG, Sehore
31.4582, 2012, SEP, Sehore
36.1418, 2012, OCT, Sehore
32.1664, 2012, NOV, Sehore
42.4841, 2013, JUN, Sehore
27.255, 2013, JUL, Sehore
26.7196, 2013, AUG, Sehore
33.2634, 2013, SEP, Sehore
35.2759, 2013, OCT, Sehore
30.8909, 2013, NOV, Sehore
44.3452, 2014, JUN, Sehore
39.531, 2014, JUL, Sehore
32.6766, 2014, AUG, Sehore
31.3131, 2014, SEP, Sehore
35.5883, 2014, OCT, Sehore
34.2782, 2014, NOV, Sehore
45.1314, 2015, JUN, Sehore
34.7957, 2015, JUL, Sehore
27.0488, 2015, AUG, Sehore
33.9926, 2015, SEP, Sehore
38.0999, 2015, OCT, Sehore
34.3599, 2015, NOV, Sehore
44.3963, 2016, JUN, Sehore
29.0071, 2016, JUL, Sehore
26.6155, 2016, AUG, Sehore
31.6988, 2016, SEP, Sehore
35.121, 2016, OCT, Sehore
32.851, 2016, NOV, Sehore
43.0127, 2017, JUN, Sehore
35.489, 2017, JUL, Sehore
28.8086, 2017, AUG, Sehore
32.3378, 2017, SEP, Sehore
36.0773, 2017, OCT, Sehore
32.1064, 2017, NOV, Sehore
39.9742, 2018, JUN, Sehore
34.9415, 2018, JUL, Sehore
23.7876, 2018, AUG, Sehore
32.829, 2018, SEP, Sehore
37.0647, 2018, OCT, Sehore
32.8972, 2018, NOV, Sehore
47.8726, 2019, JUN, Sehore
36.3026, 2019, JUL, Sehore
26.8577, 2019, AUG, Sehore
27.7839, 2019, SEP, Sehore
31.2613, 2019, OCT, Sehore
31.5698, 2019, NOV, Sehore
43.2877, 2010, JUN, Seoni
35.4843, 2010, JUL, Seoni
28.9771, 2010, AUG, Seoni
29.6097, 2010, SEP, Seoni
31.3019, 2010, OCT, Seoni
29.8214, 2010, NOV, Seoni
43.979, 2011, JUN, Seoni
31.0178, 2011, JUL, Seoni
29.1127, 2011, AUG, Seoni
30.121, 2011, SEP, Seoni
32.9026, 2011, OCT, Seoni
31.9083, 2011, NOV, Seoni
42.6597, 2012, JUN, Seoni
38.5808, 2012, JUL, Seoni
27.8216, 2012, AUG, Seoni
30.2828, 2012, SEP, Seoni
32.2321, 2012, OCT, Seoni
30.0786, 2012, NOV, Seoni
44.7507, 2013, JUN, Seoni
26.8875, 2013, JUL, Seoni
27.3414, 2013, AUG, Seoni
30.2217, 2013, SEP, Seoni
29.4641, 2013, OCT, Seoni
29.0795, 2013, NOV, Seoni
43.5106, 2014, JUN, Seoni
36.9798, 2014, JUL, Seoni
30.0061, 2014, AUG, Seoni
31.5451, 2014, SEP, Seoni
31.8727, 2014, OCT, Seoni
31.2274, 2014, NOV, Seoni
41.5323, 2015, JUN, Seoni
32.3152, 2015, JUL, Seoni
30.7189, 2015, AUG, Seoni
31.4255, 2015, SEP, Seoni
33.4293, 2015, OCT, Seoni
31.2586, 2015, NOV, Seoni
43.1739, 2016, JUN, Seoni
28.575, 2016, JUL, Seoni
29.1399, 2016, AUG, Seoni
28.1451, 2016, SEP, Seoni
30.612, 2016, OCT, Seoni
30.5192, 2016, NOV, Seoni
41.5569, 2017, JUN, Seoni
32.5488, 2017, JUL, Seoni
28.4388, 2017, AUG, Seoni
28.8776, 2017, SEP, Seoni
31.8117, 2017, OCT, Seoni
30.4606, 2017, NOV, Seoni
40.6674, 2018, JUN, Seoni
33.3443, 2018, JUL, Seoni
26.7296, 2018, AUG, Seoni
29.0967, 2018, SEP, Seoni
31.8842, 2018, OCT, Seoni
31.8884, 2018, NOV, Seoni
46.9207, 2019, JUN, Seoni
34.1209, 2019, JUL, Seoni
26.7187, 2019, AUG, Seoni
26.3934, 2019, SEP, Seoni
28.8655, 2019, OCT, Seoni
29.5273, 2019, NOV, Seoni
42.6793, 2010, JUN, Shahdol
34.1977, 2010, JUL, Shahdol
30.3, 2010, AUG, Shahdol
29.421, 2010, SEP, Shahdol
30.0455, 2010, OCT, Shahdol
29.0066, 2010, NOV, Shahdol
42.6836, 2011, JUN, Shahdol
30.7402, 2011, JUL, Shahdol
28.8414, 2011, AUG, Shahdol
28.7067, 2011, SEP, Shahdol
30.4488, 2011, OCT, Shahdol
29.0628, 2011, NOV, Shahdol
42.2336, 2012, JUN, Shahdol
38.1062, 2012, JUL, Shahdol
28.2651, 2012, AUG, Shahdol
29.753, 2012, SEP, Shahdol
30.6494, 2012, OCT, Shahdol
27.4592, 2012, NOV, Shahdol
42.2561, 2013, JUN, Shahdol
29.3546, 2013, JUL, Shahdol
28.1443, 2013, AUG, Shahdol
29.7518, 2013, SEP, Shahdol
27.7084, 2013, OCT, Shahdol
26.8417, 2013, NOV, Shahdol
40.6654, 2014, JUN, Shahdol
35.1825, 2014, JUL, Shahdol
32.6266, 2014, AUG, Shahdol
30.5617, 2014, SEP, Shahdol
30.1443, 2014, OCT, Shahdol
28.1619, 2014, NOV, Shahdol
41.2515, 2015, JUN, Shahdol
32.3321, 2015, JUL, Shahdol
32.222, 2015, AUG, Shahdol
31.0139, 2015, SEP, Shahdol
33.1356, 2015, OCT, Shahdol
29.2759, 2015, NOV, Shahdol
40.7598, 2016, JUN, Shahdol
30.6924, 2016, JUL, Shahdol
29.8997, 2016, AUG, Shahdol
28.7943, 2016, SEP, Shahdol
29.0833, 2016, OCT, Shahdol
27.7849, 2016, NOV, Shahdol
40.9679, 2017, JUN, Shahdol
29.9243, 2017, JUL, Shahdol
30.1267, 2017, AUG, Shahdol
30.4867, 2017, SEP, Shahdol
31.0478, 2017, OCT, Shahdol
28.8776, 2017, NOV, Shahdol
